Feature,Feature_Label,X_Value,Partial_Effect,CI_Lower,CI_Upper
nu Fixed,$\nu_{\mathrm{fixed}}$,0.26,-3071.2623012824965,-3846.798763796616,-2295.725838768377
nu Fixed,$\nu_{\mathrm{fixed}}$,0.26181818181818184,-2951.429002970071,-3660.7020481093023,-2242.1559578308397
nu Fixed,$\nu_{\mathrm{fixed}}$,0.26363636363636367,-2829.9947246265033,-3473.0632920777475,-2186.926157175259
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2654545454545455,-2706.7730663884045,-3285.7993557740533,-2127.7467770027556
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2672727272727273,-2581.110316507272,-3101.746932503834,-2060.4737005107095
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2690909090909091,-2452.2548698432197,-2925.496087283593,-1979.0136524028462
nu Fixed,$\nu_{\mathrm{fixed}}$,0.27090909090909093,-2319.455121256376,-2763.565389095742,-1875.3448534170104
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2727272727272727,-2181.9594656068653,-2622.8719258148426,-1741.047005398888
nu Fixed,$\nu_{\mathrm{fixed}}$,0.27454545454545454,-2038.9772624433438,-2507.1759101690236,-1570.778614717664
nu Fixed,$\nu_{\mathrm{fixed}}$,0.27636363636363637,-1884.225481006829,-2408.4551070368843,-1359.9958549767737
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2781818181818182,-1700.313104721247,-2300.990466819424,-1099.6357426230702
nu Fixed,$\nu_{\mathrm{fixed}}$,0.28,-1468.5091079593383,-2155.7527311153412,-781.2654848033353
nu Fixed,$\nu_{\mathrm{fixed}}$,0.28181818181818186,-1170.0824650938441,-1944.8744179002756,-395.29051228741275
nu Fixed,$\nu_{\mathrm{fixed}}$,0.28363636363636363,-786.3021504975179,-1642.245103930627,69.6408029355913
nu Fixed,$\nu_{\mathrm{fixed}}$,0.28545454545454546,-299.0031355269632,-1223.9416965513383,625.935425497412
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2872727272727273,289.4321027955745,-690.185307504906,1269.0495130960549
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2890909090909091,950.74198920229,-70.62547526399442,1972.1094536685746
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2909090909090909,1655.0148114461108,603.2172643550282,2706.812358537193
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2927272727272727,2372.338857280021,1300.0508215769232,3444.6268929831185
nu Fixed,$\nu_{\mathrm{fixed}}$,0.29454545454545455,3072.8024144569486,1988.9007603696832,4156.704068544213
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2963636363636364,3726.727501811987,2639.2159605336938,4814.239043090281
nu Fixed,$\nu_{\mathrm{fixed}}$,0.2981818181818182,4308.101742741581,3222.906217140785,5393.297268342377
nu Fixed,$\nu_{\mathrm{fixed}}$,0.30000000000000004,4793.823180077093,3714.0218198014036,5873.624540352782
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3018181818181818,5160.8700264110485,4087.1658604218037,6234.574192400293
nu Fixed,$\nu_{\mathrm{fixed}}$,0.30363636363636365,5386.220494336018,4317.410159925603,6455.030828746434
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3054545454545455,5446.852796444526,4380.035295114469,6513.670297774583
nu Fixed,$\nu_{\mathrm{fixed}}$,0.30727272727272725,5325.775037454367,4256.259288991497,6395.2907859172365
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3090909090909091,5055.980026400595,3978.380091389402,6133.579961411789
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3109090909090909,4695.175719604508,3604.5364949819495,5785.814944227067
nu Fixed,$\nu_{\mathrm{fixed}}$,0.31272727272727274,4301.2457279600185,3194.178719752759,5408.312736167278
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3145454545454546,3932.073662361028,2808.0549756312794,5056.092349090776
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3163636363636364,3645.543133701447,2507.8278711515386,4783.258396251355
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3181818181818182,3489.3330246611517,2344.5263119573856,4634.139737364918
nu Fixed,$\nu_{\mathrm{fixed}}$,0.32,3462.4080941971183,2317.04595334801,4607.770235046227
nu Fixed,$\nu_{\mathrm{fixed}}$,0.32181818181818184,3549.213287782114,2408.110544962252,4690.316030601976
nu Fixed,$\nu_{\mathrm{fixed}}$,0.32363636363636367,3734.191059500178,2600.1134378886327,4868.268681111724
nu Fixed,$\nu_{\mathrm{fixed}}$,0.32545454545454544,4001.783863435341,2875.569636764145,5127.998090106537
nu Fixed,$\nu_{\mathrm{fixed}}$,0.32727272727272727,4336.431823475457,3217.4312093546596,5455.432437596255
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3290909090909091,4720.586532329138,3607.190189620039,5833.982875038238
nu Fixed,$\nu_{\mathrm{fixed}}$,0.33090909090909093,5131.087305165637,4021.051499262813,6241.123111068461
nu Fixed,$\nu_{\mathrm{fixed}}$,0.33272727272727276,5543.790405633788,4434.679087343839,6652.901723923738
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3345454545454546,5934.55209738243,4824.195215234956,7044.908979529903
nu Fixed,$\nu_{\mathrm{fixed}}$,0.33636363636363636,6279.228644060383,5166.064561066954,7392.3927270538115
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3381818181818182,6553.802688959247,5437.005982033374,7670.5993958851195
nu Fixed,$\nu_{\mathrm{fixed}}$,0.34,6744.516880286359,5623.694701972046,7865.339058600673
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3418181818181818,6855.283762377684,5729.859505240842,7980.708019514526
nu Fixed,$\nu_{\mathrm{fixed}}$,0.34363636363636363,6891.762951750361,5760.712790070096,8022.813113430626
nu Fixed,$\nu_{\mathrm{fixed}}$,0.34545454545454546,6859.614064921519,5721.453649898424,7997.774479944613
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3472727272727273,6764.496718408285,5617.433114993559,7911.560321823012
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3490909090909091,6612.137226459251,5454.320031339712,7769.95442157879
nu Fixed,$\nu_{\mathrm{fixed}}$,0.35090909090909095,6410.030565627691,5239.892790616652,7580.168340638731
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3527272727272728,6167.5814561058805,4984.253411130295,7350.909501081466
nu Fixed,$\nu_{\mathrm{fixed}}$,0.35454545454545455,5894.289584192031,4697.972529278293,7090.606639105768
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3563636363636364,5599.654636184318,4391.912017830421,6807.397254538216
nu Fixed,$\nu_{\mathrm{fixed}}$,0.35818181818181816,5293.176298380962,4077.0975189724904,6509.255077789434
nu Fixed,$\nu_{\mathrm{fixed}}$,0.36,4983.999863024889,3764.1353562697323,6203.864369780046
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3618181818181818,4676.84322615266,3458.1918223122384,5895.494629993081
nu Fixed,$\nu_{\mathrm{fixed}}$,0.36363636363636365,4373.414730076924,3160.482388541159,5586.3470716126885
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3654545454545455,4075.36520462654,2871.7612067548826,5278.969202498198
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3672727272727273,3784.345479630359,2592.429500734982,4976.261458525736
nu Fixed,$\nu_{\mathrm{fixed}}$,0.36909090909090914,3502.0063849172425,2322.5670449285367,4681.445724905949
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3709090909090909,3229.703634642674,2061.640155962764,4397.767113322584
nu Fixed,$\nu_{\mathrm{fixed}}$,0.37272727272727274,2966.7694001798436,1806.6880724135997,4126.850727946087
nu Fixed,$\nu_{\mathrm{fixed}}$,0.37454545454545457,2711.6870726926777,1553.8783011679197,3869.4958442174357
nu Fixed,$\nu_{\mathrm{fixed}}$,0.37636363636363634,2462.9371395101252,1299.6886829145856,3626.185596105665
nu Fixed,$\nu_{\mathrm{fixed}}$,0.3781818181818182,2219.000087961109,1041.1325240606282,3396.8676518615894
nu Fixed,$\nu_{\mathrm{fixed}}$,0.38,1978.3564053745788,775.9289425128868,3180.783868236271
E Free,$E_{\mathrm{free}}$,44100000000.0,43.38248264846032,-1964.2887636912162,2051.0537289881368
E Free,$E_{\mathrm{free}}$,47927272727.27273,34.97672715670733,-1878.2461352745208,1948.1995895879354
E Free,$E_{\mathrm{free}}$,51754545454.545456,25.62151159318321,-1801.7998277499441,1853.0428509363105
E Free,$E_{\mathrm{free}}$,55581818181.818184,15.108436159485766,-1736.1712325155497,1766.3881048345213
E Free,$E_{\mathrm{free}}$,59409090909.09091,3.2291010572127927,-1682.210632337046,1688.6688344514716
E Free,$E_{\mathrm{free}}$,63236363636.36363,-10.22489351203787,-1640.3906905813417,1619.940903557266
E Free,$E_{\mathrm{free}}$,67063636363.63637,-25.460460436407704,-1610.87191094792,1559.9509900751048
E Free,$E_{\mathrm{free}}$,70890909090.90909,-42.24989424188752,-1593.326937872655,1508.8271493888801
E Free,$E_{\mathrm{free}}$,74718181818.18182,-59.329333285707264,-1586.1922871472616,1467.5336205758472
E Free,$E_{\mathrm{free}}$,78545454545.45454,-75.28380178600129,-1586.7378424321853,1436.1702388601827
E Free,$E_{\mathrm{free}}$,82372727272.72726,-88.69832396090412,-1591.1592036089814,1413.762555687173
E Free,$E_{\mathrm{free}}$,86200000000.0,-98.15792402855021,-1594.862852249333,1398.5470041922324
E Free,$E_{\mathrm{free}}$,90027272727.27274,-102.26769721312996,-1593.0051474124898,1388.4697529862297
E Free,$E_{\mathrm{free}}$,93854545454.54546,-100.68302846777146,-1583.207603001507,1381.8415460659642
E Free,$E_{\mathrm{free}}$,97681818181.81818,-94.6043985266147,-1566.960628549482,1377.7518314962526
E Free,$E_{\mathrm{free}}$,101509090909.09091,-85.35596640648704,-1546.375865130044,1375.6639323170698
E Free,$E_{\mathrm{free}}$,105336363636.36365,-74.2618911242158,-1523.5124601344642,1374.9886778860327
E Free,$E_{\mathrm{free}}$,109163636363.63637,-62.64633169662844,-1500.3121158488234,1375.0194524555664
E Free,$E_{\mathrm{free}}$,112990909090.90909,-51.77697693087439,-1478.858061661785,1375.3041078000365
E Free,$E_{\mathrm{free}}$,116818181818.18182,-41.78591443536741,-1460.6483358823343,1377.0765070115995
E Free,$E_{\mathrm{free}}$,120645454545.45454,-31.753522577373126,-1446.3101860099107,1382.8031408551644
E Free,$E_{\mathrm{free}}$,124472727272.72728,-20.72051889102248,-1435.8757009546416,1394.4346631725966
E Free,$E_{\mathrm{free}}$,128300000000.0,-7.72762091044652,-1428.3499775232167,1412.8947357023235
E Free,$E_{\mathrm{free}}$,132127272727.27274,8.184453830223877,-1421.7235577724668,1438.0924654329147
E Free,$E_{\mathrm{free}}$,135954545454.54546,27.829048064876215,-1413.643397524373,1469.3014936541254
E Free,$E_{\mathrm{free}}$,139781818181.81818,50.54346940249216,-1403.7406227004253,1504.8275615054094
E Free,$E_{\mathrm{free}}$,143609090909.0909,74.80796735011711,-1392.9318601831583,1542.5477948833927
E Free,$E_{\mathrm{free}}$,147436363636.36365,99.09223443186889,-1381.9264712840718,1580.1109401478097
E Free,$E_{\mathrm{free}}$,151263636363.63635,121.86596317186556,-1370.952472529223,1614.6843988729543
E Free,$E_{\mathrm{free}}$,155090909090.90912,141.59884609422573,-1359.7774708320958,1642.9751630205474
E Free,$E_{\mathrm{free}}$,158918181818.18182,156.9199911568733,-1348.1478838084902,1661.9878661222367
E Free,$E_{\mathrm{free}}$,162745454545.45456,167.36861493360763,-1336.8780264783436,1671.615256345559
E Free,$E_{\mathrm{free}}$,166572727272.7273,172.80640189944114,-1327.0519094871777,1672.66471328606
E Free,$E_{\mathrm{free}}$,170400000000.0,173.09541440300694,-1319.3948438900268,1665.5856726960408
E Free,$E_{\mathrm{free}}$,174227272727.27274,168.0977147929385,-1314.2103838774951,1650.405813463372
E Free,$E_{\mathrm{free}}$,178054545454.54547,157.67543234247103,-1311.5683139400776,1626.9191786250199
E Free,$E_{\mathrm{free}}$,181881818181.81818,142.0807329055866,-1311.8659927187618,1596.0274585299348
E Free,$E_{\mathrm{free}}$,185709090909.0909,122.87435908014822,-1316.2962609391323,1562.0449790994287
E Free,$E_{\mathrm{free}}$,189536363636.36365,101.89117663401534,-1325.8847555826032,1529.6671088506341
E Free,$E_{\mathrm{free}}$,193363636363.63638,80.96605133504733,-1340.8830090086444,1502.815111678739
E Free,$E_{\mathrm{free}}$,197190909090.9091,61.93384895110364,-1360.6962768433327,1484.5639747455398
E Free,$E_{\mathrm{free}}$,201018181818.18182,46.62385680455971,-1384.3119234734536,1477.5596370825729
E Free,$E_{\mathrm{free}}$,204845454545.45456,36.08045750557952,-1410.887517960849,1483.048432972008
E Free,$E_{\mathrm{free}}$,208672727272.7273,29.760617271345296,-1439.8535042420388,1499.3747387847295
E Free,$E_{\mathrm{free}}$,212500000000.0,26.929804745166095,-1470.6709862750758,1524.5305957654082
E Free,$E_{\mathrm{free}}$,216327272727.27274,26.853488570350788,-1502.180051513571,1555.8870286542724
E Free,$E_{\mathrm{free}}$,220154545454.54547,28.797137390208377,-1532.265202037493,1589.85947681791
E Free,$E_{\mathrm{free}}$,223981818181.8182,32.02741843433146,-1557.8909896738835,1621.9458265425462
E Free,$E_{\mathrm{free}}$,227809090909.0909,35.85451145827128,-1576.760010927858,1648.4690338444004
E Free,$E_{\mathrm{free}}$,231636363636.36365,39.643399216664484,-1588.2172364860785,1667.5040349194073
E Free,$E_{\mathrm{free}}$,235463636363.63638,42.76255888479959,-1591.7283643460826,1677.2534821156817
E Free,$E_{\mathrm{free}}$,239290909090.9091,44.580467637965185,-1586.7059849139723,1675.8669201899029
E Free,$E_{\mathrm{free}}$,243118181818.18182,44.46560265144985,-1572.4854608204175,1661.4166661233173
E Free,$E_{\mathrm{free}}$,246945454545.45456,41.818622600765835,-1548.3802115147423,1632.017456716274
E Free,$E_{\mathrm{free}}$,250772727272.7273,36.5448886294335,-1514.3823312161342,1587.472108475001
E Free,$E_{\mathrm{free}}$,254600000000.0,28.950485921758794,-1471.202860973303,1529.1038328168206
E Free,$E_{\mathrm{free}}$,258427272727.27274,19.352537916624183,-1419.7823121370611,1458.4873879703096
E Free,$E_{\mathrm{free}}$,262254545454.54547,8.068168052912087,-1361.2438005073025,1377.3801366131268
E Free,$E_{\mathrm{free}}$,266081818181.8182,-4.585500230494867,-1296.8801255324,1287.70912507141
E Free,$E_{\mathrm{free}}$,269909090909.0909,-18.29499770103709,-1228.1490697458512,1191.559074343777
E Free,$E_{\mathrm{free}}$,273736363636.36365,-32.77714661707778,-1156.6292539462913,1091.0749607121359
E Free,$E_{\mathrm{free}}$,277563636363.63635,-47.7637469920732,-1084.1205854497427,988.5930914655963
E Free,$E_{\mathrm{free}}$,281390909090.9091,-62.98670528882189,-1012.7654966109106,886.7920860332669
E Free,$E_{\mathrm{free}}$,285218181818.1818,-78.1779279701219,-945.147964172295,788.7921082320512
E Free,$E_{\mathrm{free}}$,289045454545.4546,-93.06932149877207,-884.3829160243077,698.2442730267636
E Free,$E_{\mathrm{free}}$,292872727272.7273,-107.42285642156443,-834.0785887536052,619.2328759104763
E Free,$E_{\mathrm{free}}$,296700000000.0,-121.1440196510987,-798.0929873911516,555.8049480889542
E Free,$E_{\mathrm{free}}$,300527272727.2727,-134.18107482886035,-780.3347357287564,511.9725860710357
E Free,$E_{\mathrm{free}}$,304354545454.5455,-146.48229293619957,-783.8467939363321,490.88220806393304
E Free,$E_{\mathrm{free}}$,308181818181.81824,-157.9959449544659,-809.6544962840536,493.66260637512175
E Free,$E_{\mathrm{free}}$,312009090909.09094,-168.67031823814546,-856.3032446650399,518.962608188749
E Free,$E_{\mathrm{free}}$,315836363636.36365,-178.46767256683046,-920.5405192326043,563.6051740989435
E Free,$E_{\mathrm{free}}$,319663636363.63635,-187.38970241865468,-998.6018808420527,623.8224760047433
E Free,$E_{\mathrm{free}}$,323490909090.9091,-195.44500968858677,-1087.0560669133824,696.166047536209
E Free,$E_{\mathrm{free}}$,327318181818.1818,-202.64219627159534,-1183.1401349730004,777.8557424298098
E Free,$E_{\mathrm{free}}$,331145454545.4546,-208.98986406264925,-1284.7716034265513,866.7918753012527
E Free,$E_{\mathrm{free}}$,334972727272.7273,-214.4966801190085,-1390.429139019539,961.435778781522
E Free,$E_{\mathrm{free}}$,338800000000.0,-219.17660163339775,-1499.0411025530175,1060.687899286222
E Free,$E_{\mathrm{free}}$,342627272727.27277,-223.05269652947544,-1609.882100153979,1163.776707095028
E Free,$E_{\mathrm{free}}$,346454545454.5455,-226.1489335344162,-1722.4370866517147,1270.1392195828826
E Free,$E_{\mathrm{free}}$,350281818181.8182,-228.48928137539454,-1836.335449774816,1379.356887024027
E Free,$E_{\mathrm{free}}$,354109090909.09094,-230.09770877958522,-1951.3086096991087,1491.1131921399383
E Free,$E_{\mathrm{free}}$,357936363636.36365,-230.99845162164084,-2067.161635304551,1605.1647320612694
E Free,$E_{\mathrm{free}}$,361763636363.63635,-231.222829880336,-2183.780305137622,1721.3346453769495
E Free,$E_{\mathrm{free}}$,365590909090.9091,-230.8098127180958,-2301.1133011696247,1839.4936757334333
E Free,$E_{\mathrm{free}}$,369418181818.1818,-229.79874966943845,-2419.1292114627104,1959.5317121238334
E Free,$E_{\mathrm{free}}$,373245454545.4546,-228.2289902688819,-2537.808469315933,2081.3504887781696
E Free,$E_{\mathrm{free}}$,377072727272.7273,-226.1398840509443,-2657.1388578032,2204.859089701312
E Free,$E_{\mathrm{free}}$,380900000000.0,-223.57081079981074,-2777.1124379746357,2329.9708163750142
E Free,$E_{\mathrm{free}}$,384727272727.27277,-220.56152820459727,-2897.724436991268,2456.601380582073
E Free,$E_{\mathrm{free}}$,388554545454.5455,-217.1520508379561,-3018.9710952676555,2584.666993591743
E Free,$E_{\mathrm{free}}$,392381818181.8182,-213.38239818157626,-3140.847713584967,2714.0829172218146
E Free,$E_{\mathrm{free}}$,396209090909.09094,-209.2925897171466,-3263.347963553671,2844.7627841193776
E Free,$E_{\mathrm{free}}$,400036363636.36365,-204.92264492635618,-3386.46347767935,2976.618187826638
E Free,$E_{\mathrm{free}}$,403863636363.6364,-200.31196241146787,-3510.183052870049,3109.559128047113
E Free,$E_{\mathrm{free}}$,407690909090.9091,-195.49568354209117,-3634.489606551635,3243.4982394674525
E Free,$E_{\mathrm{free}}$,411518181818.1818,-190.50716398068138,-3759.363472886768,3378.3491449254047
E Free,$E_{\mathrm{free}}$,415345454545.4546,-185.37975328045755,-3884.784195464515,3514.0246889036002
E Free,$E_{\mathrm{free}}$,419172727272.7273,-180.14680099463885,-4010.7304903099043,3650.4368883206266
E Free,$E_{\mathrm{free}}$,423000000000.0,-174.84165667644433,-4137.180263218351,3787.4969498654623
rho Free,$\rho_{\mathrm{free}}$,1771.5,617.9339333698829,-1149.2797865817033,2385.147653321469
rho Free,$\rho_{\mathrm{free}}$,1948.4848484848485,596.3888643848865,-1051.4371906369506,2244.2149194067233
rho Free,$\rho_{\mathrm{free}}$,2125.469696969697,574.5117373295125,-972.4608116454958,2121.4842863045205
rho Free,$\rho_{\mathrm{free}}$,2302.4545454545455,551.8608090197977,-914.5515529328866,2018.273170972482
rho Free,$\rho_{\mathrm{free}}$,2479.439393939394,527.9943362717781,-878.1972351511879,1934.1859076947442
rho Free,$\rho_{\mathrm{free}}$,2656.4242424242425,502.4705759014907,-861.9578452423161,1866.8989970452976
rho Free,$\rho_{\mathrm{free}}$,2833.409090909091,474.84853347212794,-862.6768654399043,1812.37393238416
rho Free,$\rho_{\mathrm{free}}$,3010.3939393939395,444.9060705675447,-876.1864445698211,1765.9985857049105
rho Free,$\rho_{\mathrm{free}}$,3187.378787878788,412.94281461406354,-898.5305540285228,1724.41618325665
rho Free,$\rho_{\mathrm{free}}$,3364.3636363636365,379.33448793419313,-926.5580941076229,1685.2270699760093
rho Free,$\rho_{\mathrm{free}}$,3541.348484848485,344.45681285044134,-957.9060854031295,1646.8197111040122
rho Free,$\rho_{\mathrm{free}}$,3718.3333333333335,308.6855116853169,-990.9271864426007,1608.2982098132345
rho Free,$\rho_{\mathrm{free}}$,3895.318181818182,272.39567023423143,-1024.6322520945419,1569.4235925630046
rho Free,$\rho_{\mathrm{free}}$,4072.3030303030305,235.9290656547693,-1058.6528444329326,1530.5109757424714
rho Free,$\rho_{\mathrm{free}}$,4249.287878787879,199.57847430563035,-1092.9335004337074,1492.0904490449682
rho Free,$\rho_{\mathrm{free}}$,4426.272727272728,163.63275024197105,-1127.2694292149295,1454.5349296988716
rho Free,$\rho_{\mathrm{free}}$,4603.257575757576,128.3807475189479,-1161.0819642696392,1417.8434593075349
rho Free,$\rho_{\mathrm{free}}$,4780.242424242424,94.11132019171737,-1193.4172866070694,1381.6399269905041
rho Free,$\rho_{\mathrm{free}}$,4957.227272727273,61.110914751696804,-1223.2073201814899,1345.4291496848834
rho Free,$\rho_{\mathrm{free}}$,5134.212121212122,29.617562210998223,-1250.4877223696988,1309.722846791695
rho Free,$\rho_{\mathrm{free}}$,5311.19696969697,-0.17554522880707912,-1276.4558375421025,1276.1047470844883
rho Free,$\rho_{\mathrm{free}}$,5488.181818181818,-28.07690627511164,-1302.4025411254627,1246.2487285752393
rho Free,$\rho_{\mathrm{free}}$,5665.166666666667,-53.895019635308216,-1329.392343297837,1221.6023040272205
rho Free,$\rho_{\mathrm{free}}$,5842.151515151516,-77.43838401678899,-1358.0638972762717,1203.1871292426936
rho Free,$\rho_{\mathrm{free}}$,6019.136363636364,-98.53074877393416,-1388.544828694782,1191.4833311469135
rho Free,$\rho_{\mathrm{free}}$,6196.121212121212,-117.15010837536511,-1420.5025215763892,1186.202304825659
rho Free,$\rho_{\mathrm{free}}$,6373.106060606061,-133.36401953833328,-1453.1478762880658,1186.4198372113995
rho Free,$\rho_{\mathrm{free}}$,6550.09090909091,-147.2411421808272,-1485.4234837911545,1190.9411994295
rho Free,$\rho_{\mathrm{free}}$,6727.075757575758,-158.85013622083534,-1516.3853761746827,1198.685103733012
rho Free,$\rho_{\mathrm{free}}$,6904.060606060606,-168.25966157634628,-1545.691224385413,1209.1719012327208
rho Free,$\rho_{\mathrm{free}}$,7081.045454545455,-175.54930595115115,-1573.8318836840524,1222.73327178175
rho Free,$\rho_{\mathrm{free}}$,7258.030303030304,-180.8610441829215,-1600.4408957737855,1238.7188074079427
rho Free,$\rho_{\mathrm{free}}$,7435.015151515152,-184.3589559963433,-1624.0387054226294,1255.320793429943
rho Free,$\rho_{\mathrm{free}}$,7612.0,-186.20714701900235,-1641.823442230425,1269.4091481924202
rho Free,$\rho_{\mathrm{free}}$,7788.984848484849,-186.56972287848464,-1649.445256397084,1276.305810640115
rho Free,$\rho_{\mathrm{free}}$,7965.969696969698,-185.61079676031395,-1641.1711745270543,1269.9495810064266
rho Free,$\rho_{\mathrm{free}}$,8142.954545454546,-183.5385295134288,-1612.0950421359057,1245.0179831090481
rho Free,$\rho_{\mathrm{free}}$,8319.939393939394,-180.7088623509997,-1563.1903765655372,1201.772651863538
rho Free,$\rho_{\mathrm{free}}$,8496.924242424244,-177.50869380077268,-1497.0880985042786,1142.070710902733
rho Free,$\rho_{\mathrm{free}}$,8673.909090909092,-174.3249223904938,-1416.686914639921,1068.0370698589334
rho Free,$\rho_{\mathrm{free}}$,8850.89393939394,-171.54444664790896,-1325.047007863366,981.9581145675481
rho Free,$\rho_{\mathrm{free}}$,9027.878787878788,-169.55303592637443,-1225.3734653756942,886.2673935229454
rho Free,$\rho_{\mathrm{free}}$,9204.863636363636,-168.57758121393422,-1121.0816233391388,783.9264609112704
rho Free,$\rho_{\mathrm{free}}$,9381.848484848486,-168.5236528113404,-1016.1515525913763,679.1042469686955
rho Free,$\rho_{\mathrm{free}}$,9558.833333333334,-169.25805857974575,-915.5982699729095,577.0821528134179
rho Free,$\rho_{\mathrm{free}}$,9735.818181818182,-170.6476063803032,-825.6876769147849,484.3924641541786
rho Free,$\rho_{\mathrm{free}}$,9912.803030303032,-172.55910407416548,-753.8304760085174,408.71226786018644
rho Free,$\rho_{\mathrm{free}}$,10089.78787878788,-174.86001569536697,-707.3483374191169,357.6283060283829
rho Free,$\rho_{\mathrm{free}}$,10266.772727272728,-177.44162645789092,-690.1413811006664,335.2581281848845
rho Free,$\rho_{\mathrm{free}}$,10443.757575757576,-180.225223789432,-700.9232278050029,340.47278022613887
rho Free,$\rho_{\mathrm{free}}$,10620.742424242424,-183.13400815815612,-734.4384084254347,368.1703921091224
rho Free,$\rho_{\mathrm{free}}$,10797.727272727274,-186.09118003222932,-783.7957649271183,411.61340486265965
rho Free,$\rho_{\mathrm{free}}$,10974.712121212122,-189.0199398798175,-842.759595416692,464.71971565705707
rho Free,$\rho_{\mathrm{free}}$,11151.69696969697,-191.84635462710847,-906.6587133482743,522.9660040940574
rho Free,$\rho_{\mathrm{free}}$,11328.68181818182,-194.54144586144668,-972.3761808315896,583.2932891086962
rho Free,$\rho_{\mathrm{free}}$,11505.666666666668,-197.11192830546466,-1037.917759300611,643.6939026896815
rho Free,$\rho_{\mathrm{free}}$,11682.651515151516,-199.56549987689647,-1101.9892351298472,702.8582353760542
rho Free,$\rho_{\mathrm{free}}$,11859.636363636364,-201.90985849347604,-1163.7541980647545,759.9344810778024
rho Free,$\rho_{\mathrm{free}}$,12036.621212121212,-204.1527020729375,-1222.6764556468272,814.3710515009521
rho Free,$\rho_{\mathrm{free}}$,12213.606060606062,-206.30174635972432,-1278.4192495809098,865.8157568614611
rho Free,$\rho_{\mathrm{free}}$,12390.59090909091,-208.36485487253358,-1330.7809583353041,914.0512485902369
rho Free,$\rho_{\mathrm{free}}$,12567.575757575758,-210.34996419766324,-1379.6533141866764,958.95338579135
rho Free,$\rho_{\mathrm{free}}$,12744.560606060608,-212.26501144071494,-1424.9939785730803,1000.4639556916504
rho Free,$\rho_{\mathrm{free}}$,12921.545454545456,-214.1179337072898,-1466.808297059859,1038.5724296452795
rho Free,$\rho_{\mathrm{free}}$,13098.530303030304,-215.91666810298952,-1505.1369033202045,1073.3035671142256
rho Free,$\rho_{\mathrm{free}}$,13275.515151515152,-217.66915172963627,-1540.0471596171622,1104.7088561578896
rho Free,$\rho_{\mathrm{free}}$,13452.5,-219.38332167101225,-1571.6271599140348,1132.8605165720103
rho Free,$\rho_{\mathrm{free}}$,13629.48484848485,-221.06711500552254,-1599.9814755946297,1157.8472455835847
rho Free,$\rho_{\mathrm{free}}$,13806.469696969698,-222.7284688115713,-1625.2281059435552,1179.7711683204127
rho Free,$\rho_{\mathrm{free}}$,13983.454545454546,-224.37532016756265,-1647.4962746789063,1198.745634343781
rho Free,$\rho_{\mathrm{free}}$,14160.439393939396,-226.0156061518931,-1666.9248287834891,1214.893616479703
rho Free,$\rho_{\mathrm{free}}$,14337.424242424244,-227.65726383638236,-1683.661070673586,1228.3465430008214
rho Free,$\rho_{\mathrm{free}}$,14514.409090909092,-229.3082302742888,-1697.8599041728571,1239.2434436242797
rho Free,$\rho_{\mathrm{free}}$,14691.39393939394,-230.97644251561965,-1709.6832078288717,1247.7303227976322
rho Free,$\rho_{\mathrm{free}}$,14868.378787878788,-232.66983761038205,-1719.2993704899434,1253.9596952691793
rho Free,$\rho_{\mathrm{free}}$,15045.363636363638,-234.39635260858304,-1726.8829389972964,1258.0902337801301
rho Free,$\rho_{\mathrm{free}}$,15222.348484848486,-236.1639245601044,-1732.6143373587697,1260.286488238561
rho Free,$\rho_{\mathrm{free}}$,15399.333333333334,-237.9804905046381,-1736.6796227361701,1260.718641726894
rho Free,$\rho_{\mathrm{free}}$,15576.318181818184,-239.8539874643277,-1739.2702473639915,1259.5622724353361
rho Free,$\rho_{\mathrm{free}}$,15753.303030303032,-241.7923524595818,-1740.582797503472,1256.9980925843086
